2014-09-03 15:04:37,235 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.motechproject.ghana.national.tools.RecreateDB] - Recreate DB: START
2014-09-03 15:04:45,602 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [com.mchange.v2.log.MLog] - MLog clients using log4j logging.
2014-09-03 15:04:46,054 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [com.mchange.v2.c3p0.C3P0Registry] - Initializing c3p0-0.9.1 [built 16-January-2007 14:46:42; debug? true; trace: 10]
2014-09-03 15:04:47,335 WARN [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.motechproject.openmrs.Context] - connecting to openmrs instance at jdbc:mysql://localhost:3306/openmrs_test?autoReconnect=true
2014-09-03 15:04:47,339 WARN [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.motechproject.openmrs.Context] - openmrs data folder is  set to /home/liman/Desktop/GHANA-National/ghana-national-tools/target/classes/openmrs-data
2014-09-03 15:04:48,650 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.Environment] - Hibernate 3.2.5
2014-09-03 15:04:48,654 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.Environment] - hibernate.properties not found
2014-09-03 15:04:48,656 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.Environment] - Bytecode provider name : cglib
2014-09-03 15:04:48,659 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.Environment] - using JDK 1.4 java.sql.Timestamp handling
2014-09-03 15:04:48,719 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.Configuration] - configuring from url: jar:file:/home/liman/.m2/repository/org/openmrs/api/openmrs-api/1.8.2/openmrs-api-1.8.2.jar!/hibernate.cfg.xml
2014-09-03 15:04:48,779 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.Configuration] - Reading mappings from resource : org/openmrs/api/db/hibernate/ActiveListItem.hbm.xml
2014-09-03 15:04:48,890 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.HbmBinder] - Mapping class: org.openmrs.activelist.ActiveListItem -> active_list
2014-09-03 15:04:48,948 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.Configuration] - Reading mappings from resource : org/openmrs/api/db/hibernate/ActiveListType.hbm.xml
2014-09-03 15:04:48,984 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.HbmBinder] - Mapping class: org.openmrs.activelist.ActiveListType -> active_list_type
2014-09-03 15:04:48,985 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.Configuration] - Reading mappings from resource : org/openmrs/api/db/hibernate/ActiveListAllergy.hbm.xml
2014-09-03 15:04:49,079 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.HbmBinder] - Mapping joined-subclass: org.openmrs.activelist.Allergy -> active_list_allergy
2014-09-03 15:04:49,080 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.Configuration] - Reading mappings from resource : org/openmrs/api/db/hibernate/ActiveListProblem.hbm.xml
2014-09-03 15:04:49,117 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.HbmBinder] - Mapping joined-subclass: org.openmrs.activelist.Problem -> active_list_problem
2014-09-03 15:04:49,117 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.Configuration] - Reading mappings from resource : org/openmrs/api/db/hibernate/Concept.hbm.xml
2014-09-03 15:04:49,147 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.HbmBinder] - Mapping class: org.openmrs.Concept -> concept
2014-09-03 15:04:49,152 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.HbmBinder] - Mapping joined-subclass: org.openmrs.ConceptNumeric -> concept_numeric
2014-09-03 15:04:49,153 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.HbmBinder] - Mapping joined-subclass: org.openmrs.ConceptComplex -> concept_complex
2014-09-03 15:04:49,153 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.Configuration] - Reading mappings from resource : org/openmrs/api/db/hibernate/ConceptAnswer.hbm.xml
2014-09-03 15:04:49,175 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.HbmBinder] - Mapping class: org.openmrs.ConceptAnswer -> concept_answer
2014-09-03 15:04:49,176 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.Configuration] - Reading mappings from resource : org/openmrs/api/db/hibernate/ConceptDescription.hbm.xml
2014-09-03 15:04:49,198 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.HbmBinder] - Mapping class: org.openmrs.ConceptDescription -> concept_description
2014-09-03 15:04:49,199 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.Configuration] - Reading mappings from resource : org/openmrs/api/db/hibernate/ConceptName.hbm.xml
2014-09-03 15:04:49,223 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.HbmBinder] - Mapping class: org.openmrs.ConceptName -> concept_name
2014-09-03 15:04:49,225 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.HbmBinder] - Mapping collection: org.openmrs.ConceptName.tags -> concept_name_tag_map
2014-09-03 15:04:49,226 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.Configuration] - Reading mappings from resource : org/openmrs/api/db/hibernate/ConceptNameTag.hbm.xml
2014-09-03 15:04:49,246 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.HbmBinder] - Mapping class: org.openmrs.ConceptNameTag -> concept_name_tag
2014-09-03 15:04:49,248 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.Configuration] - Reading mappings from resource : org/openmrs/api/db/hibernate/ConceptClass.hbm.xml
2014-09-03 15:04:49,269 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.HbmBinder] - Mapping class: org.openmrs.ConceptClass -> concept_class
2014-09-03 15:04:49,271 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.Configuration] - Reading mappings from resource : org/openmrs/api/db/hibernate/ConceptDatatype.hbm.xml
2014-09-03 15:04:49,293 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.HbmBinder] - Mapping class: org.openmrs.ConceptDatatype -> concept_datatype
2014-09-03 15:04:49,295 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.Configuration] - Reading mappings from resource : org/openmrs/api/db/hibernate/ConceptProposal.hbm.xml
2014-09-03 15:04:49,317 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.HbmBinder] - Mapping class: org.openmrs.ConceptProposal -> concept_proposal
2014-09-03 15:04:49,320 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.Configuration] - Reading mappings from resource : org/openmrs/api/db/hibernate/ConceptStateConversion.hbm.xml
2014-09-03 15:04:49,341 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.HbmBinder] - Mapping class: org.openmrs.ConceptStateConversion -> concept_state_conversion
2014-09-03 15:04:49,342 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.Configuration] - Reading mappings from resource : org/openmrs/api/db/hibernate/ConceptSet.hbm.xml
2014-09-03 15:04:49,360 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.HbmBinder] - Mapping class: org.openmrs.ConceptSet -> concept_set
2014-09-03 15:04:49,362 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.Configuration] - Reading mappings from resource : org/openmrs/api/db/hibernate/ConceptMap.hbm.xml
2014-09-03 15:04:49,379 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.HbmBinder] - Mapping class: org.openmrs.ConceptMap -> concept_map
2014-09-03 15:04:49,380 INFO [org.motechproject.ghana.national.tools.RecreateDB.main()] [org.hibernate.cfg.Configuration] - Reading mappings from resource : org/openmrs/api/db/hibernate/ConceptWord.hbm.xml
